date,solar output,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,RH2M,PRECTOTCORR,PS,WS10M,WD10M
5/10/2022 13:00,10.7406,790.17,885.08,576.07,252.28,0.68,0.15,30.19,366.05,407.9,50.84,1.8,9.27,26.02,67.93,0.57,87.96,4.23,130.8
5/10/2022 14:00,8.8895,641.97,730.05,493.53,260.84,0.66,0.15,43,299.45,338.59,40.54,1.22,6.43,25.7,68.61,0.59,87.91,4.06,131.9
5/10/2022 15:00,8.9129,454.27,524.22,548.35,173.61,0.62,0.15,56.71,212.63,243.9,27.51,0.6,3,25.17,70.1,0.52,87.9,3.69,134.6
5/10/2022 16:00,7.6538,239.98,283.8,445.27,94.52,0.55,0.16,70.79,112,131.83,13.11,0.15,0.75,24.26,74.83,0.49,87.94,3.09,139.7
5/10/2022 17:00,8.303,47.88,52.83,184.82,29.71,0.4,0.21,84.84,20.89,22.92,2.28,0.01,0.03,22.59,85.55,0.27,88,2.17,145.9
5/10/2022 18:00,2.5705,0,0,0,0,0.0479,0.1724,90,0,0,0,0,0,21.02,89.38,0.23,88.06,2.3,151.8
5/11/2022 6:00,0,63.35,116.8,87.6,58,0.28,0.17,80.24,29.08,52.15,3.83,0.02,0.1,19.83,92.79,1.02,88.19,2.41,181.9
5/11/2022 7:00,0,200.07,354.33,218.76,112.51,0.37,0.16,66.28,92.85,163.3,12.33,0.19,0.93,21.95,84.96,1.34,88.23,3.24,174.3
5/11/2022 8:00,3.2538,376.9,587.22,286.52,200.15,0.46,0.16,52.31,175.4,270.18,24.16,0.59,3.05,23.87,76.77,1.54,88.23,3.86,164.8
5/11/2022 9:00,4.4775,586.17,781.9,230.41,308.45,0.56,0.16,38.83,271.05,358.05,37.7,1.18,6.3,24.97,72.65,1.55,88.21,4.14,162
5/11/2022 10:00,7.3443,728.75,916.6,442.37,295.73,0.61,0.16,26.66,335.42,418.4,46.85,1.66,8.52,25.38,71.47,1.47,88.18,4.11,162
5/11/2022 11:00,9.6472,826.7,982.8,443.27,355.5,0.65,0.17,18.62,379.6,448.25,53.12,2,10.5,25.51,70.59,1.74,88.14,4.06,160.3
5/11/2022 12:00,10.5563,806.5,970.92,415.33,318.85,0.64,0.16,20.41,369.47,442.78,51.75,1.93,10.07,25.48,70.21,1.74,88.09,4.02,159.4
5/11/2022 13:00,11.2758,630.8,884.25,324.86,294.8,0.55,0.16,30.34,288.08,403.82,40.83,1.43,7.2,25.4,70.25,1.35,88.04,3.97,158.6
5/11/2022 14:00,11.4643,469.3,728.4,517.35,134.14,0.48,0.15,43.09,218.35,334.18,30.14,0.88,4.57,25.29,70.38,1.14,88,3.86,158.2
5/11/2022 15:00,11.1132,465.48,520.1,534.2,159.14,0.64,0.16,56.77,214.93,239.17,27.48,0.57,2.83,24.89,71.41,0.82,88,3.64,158.1
5/11/2022 16:00,8.8168,241.93,277.75,476.93,109.42,0.55,0.17,70.82,110.93,127.32,13.1,0.15,0.7,24.15,74.96,0.48,88.05,3.4,158.8
5/11/2022 17:00,7.0074,43.78,49.78,74.25,34.05,0.37,0.21,84.85,18.92,21.37,2.2,0.01,0.03,22.45,85.77,0.31,88.11,2.46,162.5
5/11/2022 18:00,4.9949,0,0,0,0,0.045,0.1712,90,0,0,0,0,0,20.58,91.49,0.18,88.17,2.59,169.8
5/12/2022 6:00,0,91.93,112.75,92.26,82.66,0.41,0.2,80.24,41.28,49.92,5.05,0.02,0.12,19.65,93.36,0.24,88.26,3.68,194
5/12/2022 7:00,0,272.2,345.6,213.4,178.01,0.51,0.14,66.31,124.35,157.88,15.63,0.24,1.17,21.94,85.47,0.44,88.32,4.63,185.7
5/12/2022 8:00,0.9274,503.6,577.65,389.63,241.72,0.62,0.14,52.37,230.62,263.85,30.07,0.73,3.75,23.77,77.95,0.93,88.36,5.5,174.6
5/12/2022 9:00,4.8318,718.55,772.08,530.02,256.51,0.69,0.15,38.93,328.78,352.03,43.9,1.37,7.32,24.72,73.27,1.49,88.35,6.19,165.7
5/12/2022 10:00,9.56564,868.58,907.38,623.38,256.5,0.73,0.15,26.81,397.77,413.13,54.3,1.94,10.12,25.13,70.47,1.82,88.32,6.54,161.1
5/12/2022 11:00,11.8685,935.83,964.65,669.48,247.46,0.74,0.15,18.86,427.56,438.33,58.46,2.19,11.9,25.33,68.41,2.58,88.29,6.48,161
5/12/2022 12:00,10.5843,781.45,952.08,502.21,318.74,0.63,0.16,20.63,355.65,432.95,49.83,1.88,9.77,25.31,67.47,3.11,88.24,6.37,162.3
5/12/2022 13:00,10.0538,609.2,863.72,468.34,297.82,0.53,0.15,30.48,277.48,393.55,39.14,1.38,6.8,25.12,67.5,3.11,88.19,6.22,162.9
5/12/2022 14:00,11.4885,497.75,708.38,174.63,273.71,0.51,0.16,43.18,228.11,323.67,31.52,0.95,5.12,24.7,68.64,2.37,88.15,5.98,161.9
5/12/2022 15:00,9.38482,308.92,501.42,90.81,211.25,0.42,0.16,56.83,140.11,229.11,19.34,0.44,2.2,24.03,71.08,1.89,88.15,5.58,159.6
5/12/2022 16:00,7.2749,142.7,263.27,35.15,115.27,0.33,0.16,70.85,65.49,119.1,9.02,0.11,0.55,23.19,75.33,1.64,88.18,4.82,156
5/12/2022 17:00,3.6576,23.42,45.55,15.35,26.56,0.2,0.17,84.86,10.35,19.4,1.42,0.01,0.03,21.74,84.82,1.37,88.22,3.22,150.6
5/12/2022 18:00,3.5378,0,0,0,0,0.0439,0.171,90,0,0,0,0,0,20.35,90.5,1.07,88.25,2.76,147.6
5/13/2022 6:00,0,73.3,112.85,154.91,57.28,0.32,0.19,80.25,32.3,49.53,3.91,0.02,0.1,20.51,90.99,2.05,88.25,2.88,161.4
5/13/2022 7:00,0,213.75,348.83,247.26,132.2,0.4,0.16,66.34,97.75,158.97,13.05,0.21,1.05,22.81,83.21,2.76,88.31,3.62,155.6
5/13/2022 8:00,0.59502,366.73,582.3,292.2,176.69,0.45,0.16,52.42,168.28,266.35,23.26,0.6,3.1,24.01,76.92,2.95,88.35,4.56,143.8
5/13/2022 9:00,2.2112,527.47,774.28,263.82,269.96,0.51,0.15,39.02,243.35,353.88,34.27,1.12,6.1,24.91,72.18,2.65,88.35,4.97,136.1
5/13/2022 10:00,8.6537,688.55,907.1,559.91,224.48,0.58,0.16,26.97,313.91,414.13,44.26,1.62,8.38,25.43,69.28,2.16,88.33,5.01,129.4
5/13/2022 11:00,11.569,845.55,959.9,407.56,353.85,0.67,0.16,19.09,387.48,437.08,53.67,2.07,10.9,25.57,68.03,1.93,88.27,4.89,125.5
5/13/2022 12:00,10.5152,800.3,947.12,449.14,321.98,0.64,0.16,20.84,366.2,432.08,50.65,1.94,10.18,25.45,67.72,1.85,88.19,4.67,125.5
5/13/2022 13:00,8.3926,637.7,859.45,370.36,282.41,0.56,0.16,30.61,293.23,393.23,41.14,1.46,7.4,25.36,67.65,1.69,88.13,4.29,128.2
5/13/2022 14:00,10.701,504.4,704.72,276.99,255.92,0.52,0.15,43.26,235,323.8,32.11,0.98,5.28,24.95,69.07,1.51,88.09,3.83,134.8
5/13/2022 15:00,9.0968,317.15,499.62,248.57,172.85,0.44,0.15,56.88,146.7,229.4,19.89,0.46,2.3,24.43,71.52,1.27,88.08,3.4,143.6
5/13/2022 16:00,8.0483,148.4,263.52,102.44,105.31,0.34,0.17,70.88,67.74,119.73,8.81,0.11,0.55,23.71,76.54,1.02,88.1,2.73,151.1
5/13/2022 17:00,5.5156,29.02,45.97,49.51,28.81,0.24,0.19,84.87,12.5,19.62,1.59,0.01,0.03,22.39,85.03,0.75,88.13,2.12,155.7
5/13/2022 18:00,3.0725,0,0,0,0,0.0459,0.1717,90,0,0,0,0,0,21.08,88.26,0.46,88.15,2.15,156.4
5/14/2022 6:00,0,97.72,114.2,224.11,54.7,0.43,0.2,80.26,42.23,49.53,4.66,0.02,0.1,19.6,92.31,0.66,88.27,2.25,192.1
5/14/2022 7:00,0,290.48,350.45,385.66,152.96,0.54,0.15,66.37,131.82,158.2,16.07,0.24,1.2,21.68,84.87,1.08,88.34,2.65,183.9
5/14/2022 8:00,0.9564,514.58,584.22,606.62,153.38,0.63,0.15,52.48,234.27,264.8,30.2,0.73,3.67,23.74,76.64,1.75,88.37,3.04,162.8
5/14/2022 9:00,5.5683,764.88,777.8,722.59,180.31,0.74,0.15,39.12,348.23,351.88,46.09,1.42,7.45,25.22,71.27,2.09,88.37,3.46,151.9
5/14/2022 10:00,8.2154,702.15,911.4,605.15,291.31,0.59,0.15,27.12,317.09,411.68,44.64,1.62,8.15,25.97,68.68,2.15,88.33,3.76,147.5
5/14/2022 11:00,8.1977,803.7,968.4,129.78,536.4,0.64,0.16,19.32,364.94,436.6,50.41,1.94,10,26.14,67.82,2.11,88.27,4,144.9
5/14/2022 12:00,9.2538,792.97,954.55,207.6,526.93,0.64,0.16,21.05,360.45,430.52,49.81,1.89,9.68,26.02,67.98,2.02,88.18,4.16,143.7
5/14/2022 13:00,10.3817,619.12,865.83,163.59,356.23,0.54,0.16,30.75,280.62,390.98,39.28,1.38,6.82,25.83,68.48,1.62,88.1,4.19,143.5
5/14/2022 14:00,10.29777,412.9,708.83,87.91,303.73,0.43,0.16,43.35,189.57,320.9,26.76,0.82,4.45,25.62,69.17,1.43,88.04,3.92,145.2
5/14/2022 15:00,6.8786,170.52,499.42,37.57,122.53,0.23,0.16,56.93,78.62,225.87,10.69,0.23,1.17,25.13,70.77,1.16,88.03,3.53,147.8
5/14/2022 16:00,6.375,101.78,259.35,52.31,87.28,0.23,0.16,70.9,47.35,115.86,6.65,0.09,0.43,24.36,74.48,1.06,88.06,3.03,151.2
5/14/2022 17:00,6.1457,22.15,43.8,14.72,25.11,0.19,0.18,84.88,9.9,18.55,1.35,0.01,0.03,22.7,85.53,0.88,88.1,2.07,154.5
5/14/2022 18:00,3.5958,0,0,0,0,0.0449,0.1706,90,0,0,0,0,0,21.02,90.41,0.62,88.14,2.24,159.9
5/15/2022 6:00,0,71.1,89.62,25.82,64.07,0.32,0.18,80.28,31.73,38.4,4.02,0.02,0.1,20.14,93.96,0.7,88.29,2.29,178.7
5/15/2022 7:00,0,240.18,300.48,95.42,173.76,0.45,0.16,66.41,108.17,132.52,13.58,0.21,1.05,22.18,86.03,1.17,88.35,3.03,168.8
5/15/2022 8:00,0.8438,424.08,523.6,211.19,235.9,0.52,0.1,52.54,192.16,234.03,24.63,0.59,3.08,23.6,78.37,1.62,88.41,3.19,158.9
5/15/2022 9:00,3.7637,634.03,729,444.59,331.29,0.61,0.15,39.21,285.54,328,37.06,1.16,6.38,24.61,73.1,2.07,88.43,2.82,155.3
5/15/2022 10:00,6.5797,763.62,867.83,436.1,382.42,0.64,0.15,27.28,344.85,391.19,46.03,1.64,8.23,25.24,70.74,2.45,88.41,2.36,155.5
5/15/2022 11:00,6.2837,774.55,937.1,215.59,454.43,0.62,0.16,19.54,351.3,423.38,47.69,1.81,9.35,25.71,69.09,2.43,88.37,2.14,153.9
5/15/2022 12:00,6.44179,691.28,926.92,213.3,348.86,0.56,0.16,21.25,315.5,419.57,43.32,1.62,8.35,25.84,67.84,2.38,88.29,2.15,152.6
5/15/2022 13:00,7.4914,692.17,840.38,114.08,381.19,0.61,0.16,30.88,315.47,381.32,42.37,1.48,7.32,25.58,68.03,2.06,88.22,2.54,156.4
5/15/2022 14:00,7.6396,535.8,685.25,135.09,318.28,0.55,0.16,43.43,245.04,312.03,32.81,0.97,5.3,24.8,71.66,1.84,88.17,3.22,161.5
5/15/2022 15:00,4.9943,356.48,477.23,223.29,208.79,0.49,0.13,56.98,163.62,217.35,21.34,0.47,2.35,23.93,76.47,1.77,88.16,3.59,167.8
5/15/2022 16:00,3.6319,178.32,242.52,183.12,114.95,0.41,0.11,70.93,81.58,109.52,10.1,0.12,0.57,22.87,83.35,1.96,88.19,3.36,173.8
5/15/2022 17:00,3.8149,32,40.45,25.25,36.74,0.27,0.19,84.88,13.9,17.57,1.74,0.01,0.03,21.74,90.41,1.76,88.25,2.84,181.2
5/15/2022 18:00,4.0969,0,0,0,0,0.0427,0.17,90,0,0,0,0,0,20.95,93.38,1.56,88.3,2.85,189.3
5/16/2022 6:00,0,93.85,96.57,86.43,79.98,0.42,0.2,80.29,41.18,42.28,4.78,0.02,0.1,19.53,93.37,1.01,88.37,3.16,198.7
5/16/2022 7:00,0,297.8,314.45,356.29,137.15,0.56,0.12,66.44,134.9,141.85,15.95,0.23,1.15,21.51,87.15,1.34,88.43,3.91,190.3
5/16/2022 8:00,0.9268,521.92,545.83,423.06,198.86,0.65,0.13,52.61,238.2,248.08,29.94,0.7,3.53,23.27,78.82,1.31,88.46,4.55,175.6
5/16/2022 9:00,4.4015,665.38,741.3,515.66,221.3,0.65,0.14,39.31,303.75,337.13,40.3,1.24,6.57,24.42,72.05,1.14,88.46,4.54,168.4
5/16/2022 10:00,8.9711,762.83,880.8,512.33,264.14,0.65,0.15,27.43,348.07,400.86,47.5,1.68,8.75,25.05,69.15,1.17,88.43,4.27,164.1
5/16/2022 11:00,9.571,817.67,949.9,376.34,380.53,0.65,0.16,19.76,374.05,432.72,51.29,1.94,10.27,25.38,67.72,1.09,88.38,4.05,158.6
5/16/2022 12:00,11.0576,802.85,938.55,467.76,287.7,0.65,0.16,21.45,366.95,428.1,50.61,1.89,9.95,25.48,67.01,1.11,88.32,3.96,152.8
5/16/2022 13:00,6.9855,707.33,851.75,398.04,306.39,0.62,0.15,31,324.07,389.45,44.44,1.54,7.85,25.45,66.56,1.03,88.24,3.98,149.3
5/16/2022 14:00,10.4232,479.83,697.95,314.4,226.11,0.5,0.15,43.5,221.3,320.35,30.58,0.91,4.9,25.17,66.77,0.83,88.18,4.06,147
5/16/2022 15:00,9.0095,340.05,492.9,162.93,179.45,0.47,0.14,57.02,157.13,226.4,21.08,0.47,2.35,24.68,67.98,0.64,88.17,4.14,146.2
5/16/2022 16:00,8.9582,178.43,257.67,86.05,125.32,0.41,0.16,70.95,81.46,117.41,10.48,0.13,0.62,23.77,71.67,0.4,88.2,3.97,147.7
5/16/2022 17:00,5.2619,30.42,44,21.71,37.74,0.26,0.17,84.88,13.15,19.1,1.68,0.01,0.03,22.18,81.71,0.27,88.24,2.74,151
5/16/2022 18:00,3.7519,0,0,0,0,0.0448,0.1707,90,0,0,0,0,0,20.48,88.41,0.14,88.28,2.48,158
5/17/2022 6:00,0,83.8,106.93,85.28,59.17,0.37,0.19,80.31,37.45,47.52,4.47,0.02,0.1,19.71,92.33,0.61,88.31,2.89,189.8
5/17/2022 7:00,0,251.48,335.48,181.01,207.99,0.47,0.16,66.48,116.43,153.57,15.06,0.24,1.17,21.39,86.14,0.84,88.37,3.66,181.4
5/17/2022 8:00,0.635,407.85,564.28,325.33,214.53,0.51,0.16,52.67,187.69,258.93,25.34,0.64,3.3,23.05,78.98,1.04,88.4,4.77,171.4
5/17/2022 9:00,4.0486,547.2,754.35,575.03,142.67,0.53,0.15,39.41,249.1,345.15,34.5,1.09,5.9,24.16,73.9,1.3,88.37,5.68,166.3
5/17/2022 10:00,8.2491,771.47,892.25,315.22,350.79,0.65,0.16,27.58,354.78,408.05,48.65,1.76,9.02,24.61,70.99,1.85,88.32,6.21,162.7
5/17/2022 11:00,9.6157,690.1,949.42,339.38,305.04,0.55,0.16,19.97,316.3,433.13,44.84,1.72,9,24.53,71,2.32,88.25,6.6,159.6
5/17/2022 12:00,8.2353,696.67,937.1,229.53,368.93,0.56,0.16,21.64,320.6,427.84,44.53,1.7,8.77,24.35,71.85,2.28,88.19,6.83,157.6
5/17/2022 13:00,9.784,571.38,849.95,317.41,257.68,0.5,0.16,31.12,263.47,389.08,37.15,1.31,6.65,24.25,71.54,1.93,88.12,6.77,155.2
5/17/2022 14:00,11.3396,461.38,695.25,212.13,238.7,0.48,0.15,43.58,216.05,319.74,29.69,0.9,4.85,23.96,71.59,1.39,88.06,6.44,153.5
5/17/2022 15:00,7.839,285.62,489.7,141.78,164.87,0.39,0.14,57.06,134.2,225.25,18.24,0.42,2.1,23.61,72.24,0.96,88.05,5.91,153.8
5/17/2022 16:00,7.3917,134.1,254.57,89.98,95.52,0.31,0.16,70.97,61.98,116.1,8.15,0.1,0.5,22.91,75.14,0.57,88.08,5.02,156.8
5/17/2022 17:00,4.0585,21.52,43.17,20.17,23.73,0.18,0.18,84.88,9.64,18.77,1.18,0.01,0.03,21.52,84.1,0.39,88.13,3.22,164.5
5/17/2022 18:00,3.8803,0,0,0,0,0.0435,0.1696,90,0,0,0,0,0,20.34,90.31,0.25,88.19,2.75,175.6
5/18/2022 6:00,0,80.53,103.05,110.31,79.07,0.36,0.2,80.33,36.29,45.2,4.47,0.02,0.1,19.4,92.68,0.53,88.17,3.98,183.2
5/18/2022 7:00,0,246.62,330.6,252.19,162.81,0.47,0.16,66.52,112.43,150.27,14.36,0.22,1.08,21.45,84.76,0.57,88.22,5.31,177.8
5/18/2022 8:00,1.5966,456.5,559.9,634.73,304.76,0.57,0.16,52.74,209.53,256,27.61,0.67,3.42,23.13,75.86,0.57,88.25,6.51,173.7
5/18/2022 9:00,5.0676,684.78,750.65,799.06,299.73,0.67,0.15,39.51,313.91,343.05,42.04,1.29,6.97,24.31,69.57,0.55,88.26,7.12,171.2
5/18/2022 10:00,10.2108,640.92,884.58,539.42,271.13,0.54,0.15,27.74,292.51,404.1,41.23,1.48,7.35,25,66.3,0.76,88.23,7.5,167.9
5/18/2022 11:00,9.1677,715.1,939.85,147.46,482.72,0.57,0.16,20.18,329.71,428.58,45.65,1.73,8.82,25.16,65.15,0.92,88.18,7.73,164.1
5/18/2022 12:00,9.7412,661.33,927.3,101.51,393.47,0.54,0.16,21.83,305.27,423.58,42.42,1.59,8.05,24.99,65.55,0.91,88.12,7.7,161
5/18/2022 13:00,8.8349,406.58,840.6,184.91,249.39,0.36,0.16,31.24,189.97,385.03,27.6,0.97,4.8,24.79,65.93,0.66,88.05,7.43,158.9
5/18/2022 14:00,10.14811,344.58,688.53,115.04,210.63,0.36,0.16,43.65,161.62,316.43,22.98,0.7,3.75,24.54,66.4,0.37,88.01,6.98,157.1
5/18/2022 15:00,8.6498,239.12,484.73,93.13,188.6,0.33,0.16,57.1,111.57,222.88,15.63,0.35,1.77,24.05,67.68,0.17,88.01,6.44,154.9
5/18/2022 16:00,7.8449,120.55,251.8,124.6,86.77,0.28,0.16,70.98,55.29,114.55,7.37,0.09,0.45,23.29,70.34,0.08,88.04,5.58,155.5
5/18/2022 17:00,3.7261,17.2,42.8,14.16,20.25,0.14,0.17,84.88,7.62,18.5,1.06,0,0.03,21.75,79.24,0.04,88.07,3.58,159.7
5/18/2022 18:00,3.8527,0,0,0,0,0.0442,0.1695,90,0,0,0,0,0,20.25,86.51,0.03,88.1,2.76,166
5/19/2022 6:00,0,93.18,101.53,241.65,76.56,0.42,0.2,80.35,40.83,43.85,4.76,0.02,0.1,19.63,91.17,0.13,88.27,3.36,183.1
5/19/2022 7:00,0,308.1,326.6,860.59,152.86,0.58,0.17,66.56,139.28,147.33,16.55,0.23,1.1,21.16,85,0.13,88.33,4.85,183.1
5/19/2022 8:00,0.8374,527.33,554.92,403.59,232.16,0.66,0.16,52.8,240.75,252.7,30.46,0.69,3.42,22.37,77.23,0.2,88.37,6.19,178.5
5/19/2022 9:00,3.462,658.6,749.12,653.43,361.3,0.64,0.15,39.61,301.35,342.15,40.29,1.21,6.5,23.17,70.44,0.23,88.38,6.92,174.9
5/19/2022 10:00,7.3284,810.53,882.95,1084.11,373.47,0.69,0.15,27.89,370.86,403.25,50.47,1.73,8.73,23.71,66.88,0.14,88.37,6.97,173.3
5/19/2022 11:00,10.3364,811.75,927.25,634.8,389.15,0.65,0.16,20.39,369.07,420.88,50.23,1.82,9.3,24.14,64.95,0.15,88.32,6.75,171
5/19/2022 12:00,10.06228,814.95,913.4,435.8,498.51,0.66,0.16,22.01,371.8,414.78,50.28,1.81,9.12,24.42,64.04,0.21,88.24,6.55,166.8
5/19/2022 13:00,11.53359,678.3,825.05,457.11,276.31,0.6,0.15,31.36,308.87,374.91,42.08,1.39,7,24.51,63.83,0.27,88.17,6.37,161
5/19/2022 14:00,12.68429,520.88,672.62,134.56,293.79,0.54,0.16,43.72,239.35,306.12,31.9,0.91,4.82,24.34,64.26,0.22,88.12,6.1,156.6
5/19/2022 15:00,10.8237,321.3,472.23,147.4,201.47,0.45,0.13,57.14,149.62,214.83,19.86,0.42,2.08,23.92,64.99,0.13,88.09,5.64,155.4
5/19/2022 16:00,8.5574,160.95,243.88,125.07,106.58,0.37,0.12,71,74.92,109.5,9.59,0.1,0.52,23.16,67.26,0.07,88.1,4.82,156.8
5/19/2022 17:00,4.3215,29.77,41.3,42.09,31.02,0.25,0.19,84.87,13.03,17.67,1.66,0.01,0.03,21.38,78.58,0.03,88.12,2.94,159.5
5/19/2022 18:00,4.2024,0,0,0,0,0.0445,0.1691,90,0,0,0,0,0,19.46,86.16,0.01,88.15,2.65,163.8
5/20/2022 6:00,0,95.38,104.35,255.86,74.93,0.43,0.2,80.38,42,45.5,4.84,0.02,0.1,20.22,86.36,1.68,88.15,3.3,161.5
5/20/2022 7:00,0,296.02,330.05,554.04,144.97,0.56,0.14,66.61,135,149.65,16.3,0.24,1.2,22.57,79.21,1.98,88.21,4.47,160.4
5/20/2022 8:00,1.7834,515.17,558.5,548.06,228.93,0.64,0.14,52.87,236.03,254.75,30.28,0.73,3.7,23.71,74.36,2.11,88.27,5.28,159.9
5/20/2022 9:00,5.2712,669.9,748.28,560.56,217.79,0.66,0.14,39.71,306.75,341.53,41.08,1.27,6.78,24.46,71.37,1.92,88.28,5.57,159.3
5/20/2022 10:00,9.9946,783.2,882.03,521.32,238.62,0.67,0.15,28.03,358.37,402.3,49.11,1.75,9.07,25,69.22,1.72,88.25,5.52,156.7
5/20/2022 11:00,9.7339,746.97,945.78,97.75,451.29,0.6,0.16,20.59,344.03,431.92,47.96,1.84,9.43,25.38,67.49,1.42,88.19,5.52,154.8
5/20/2022 12:00,11.826,793.9,934,529,336.36,0.64,0.15,22.19,364.52,427.27,50.73,1.91,9.82,25.23,67.53,1.12,88.13,5.7,155.8
5/20/2022 13:00,10.3074,603.3,847.6,357.81,351.43,0.53,0.16,31.47,276.9,388.65,39.18,1.38,6.88,25.1,67.36,0.9,88.07,5.75,157.8
5/20/2022 14:00,12.024,511.95,694.28,222.99,283.19,0.53,0.16,43.78,236.7,319.5,32.55,0.98,5.32,24.8,67.42,0.65,88.03,5.55,158.8
5/20/2022 15:00,11.049,366.52,490.58,180.63,221.55,0.51,0.16,57.17,170.2,225.55,22.66,0.51,2.55,24.34,68.2,0.43,88.01,5.23,158.7
5/20/2022 16:00,9.2746,185.55,257.52,64.66,161.75,0.43,0.16,71.01,86.18,117.25,11.11,0.13,0.65,23.57,70.5,0.34,88.04,4.57,158
5/20/2022 17:00,6.6009,34.05,44.47,23.93,42.3,0.29,0.2,84.87,14.95,19.1,1.92,0.01,0.03,22,79.84,0.37,88.08,2.98,158.3
5/20/2022 18:00,4.5609,0,0,0,0,0.0443,0.1689,90,0,0,0,0,0,20.41,86.09,0.36,88.13,2.66,161.4
5/21/2022 6:00,0,73.22,102.35,16.06,75.34,0.33,0.19,80.4,32.93,43.81,4.18,0.02,0.08,20.01,90.31,0.5,88.28,3.28,175.1
5/21/2022 7:00,0,188.93,329.77,166.65,124.25,0.36,0.16,66.65,85.27,147.47,11.29,0.17,0.85,21.88,84.53,1.03,88.34,4.5,173.1
5/21/2022 8:00,0.4511,370.5,562.55,200.19,281.82,0.46,0.16,52.94,169.72,254.22,23.12,0.57,2.95,23.43,77.74,1.47,88.37,5.42,171.5
5/21/2022 9:00,3.7494,615.83,755.08,534.28,269.19,0.6,0.15,39.81,278.9,341.91,37.77,1.17,6.4,24.48,72.04,1.51,88.37,6.1,172.1
5/21/2022 10:00,7.9183,800.35,887.9,811.15,423.87,0.68,0.15,28.18,362.7,402.1,49.12,1.74,8.57,25.08,68.61,1.21,88.35,6.19,172
5/21/2022 11:00,11.3241,836.58,937.25,649.43,472.51,0.67,0.16,20.79,379.32,423.12,51.76,1.92,9.82,25.44,66.27,0.88,88.31,5.96,170.3
5/21/2022 12:00,11.3643,726,925.55,492.91,300.85,0.59,0.15,22.36,329.55,418.85,45.68,1.68,8.57,25.61,65.12,0.83,88.24,5.65,167.6
5/21/2022 13:00,11.2704,667.5,838.92,274.28,309.63,0.59,0.16,31.57,304.55,380.7,41.76,1.42,7.12,25.67,64.2,0.92,88.15,5.22,164.1
5/21/2022 14:00,12.472,523.85,686.12,429.93,249.37,0.55,0.15,43.84,239.22,312.75,32.48,0.94,5,25.52,64.17,0.85,88.08,4.7,161.6
5/21/2022 15:00,10.2148,387.38,482.5,368.23,190.29,0.54,0.14,57.21,177.38,220.05,22.87,0.48,2.4,25.14,65.18,0.63,88.06,4.02,161.9
5/21/2022 16:00,8.4216,200.9,246.2,340.54,113.45,0.46,0.14,71.02,91.9,113.25,10.96,0.12,0.6,24.38,68.13,0.37,88.07,3.31,163.2
5/21/2022 17:00,6.6884,36,42.97,52.85,33.33,0.3,0.21,84.86,15.75,18.45,1.99,0.01,0.03,22.59,80.14,0.1,88.11,2.13,163.6
5/21/2022 18:00,2.6419,0,0,0,0,0.0462,0.1693,90,0,0,0,0,0,20.81,84.65,0.02,88.17,2.1,165.4
5/22/2022 6:00,0,85.22,101.3,75.44,73.88,0.39,0.2,80.43,38.2,44.05,4.61,0.02,0.1,18.68,91.22,0.07,88.26,2.61,219.7
5/22/2022 7:00,0,271.83,327.38,254.23,194.25,0.52,0.17,66.7,124.03,148.2,15.3,0.23,1.15,20.4,83.8,0.06,88.35,2.73,219.1
5/22/2022 8:00,0.6704,471.38,556.55,611.72,319.86,0.59,0.16,53.01,215.27,253.45,27.82,0.68,3.55,22.44,73.41,0.16,88.38,2.78,203.1
5/22/2022 9:00,3.9563,640.47,747.25,564.8,366.34,0.63,0.15,39.91,291.95,340.3,38.96,1.22,6.8,23.93,67.92,0.34,88.35,3.45,189.4
5/22/2022 10:00,8.0849,761.88,879.6,589.11,442.1,0.65,0.15,28.33,346.32,400.23,47.06,1.69,8.38,25.01,65.16,0.48,88.29,4.11,182.5
5/22/2022 11:00,8.6927,775.1,928,670.98,424.57,0.62,0.15,20.98,351.23,420.1,48.01,1.81,9.27,25.73,63.98,0.59,88.22,4.09,176.4
5/22/2022 12:00,8.9647,756.7,918.75,276.23,489.97,0.62,0.16,22.52,344.66,416.59,47.36,1.76,8.98,26,63.97,0.65,88.17,3.51,165.3
5/22/2022 13:00,8.7182,665.05,832.85,272.9,414.9,0.59,0.16,31.68,302.48,378.24,41.02,1.43,7.12,26.02,64.27,0.54,88.13,3.12,152.9
5/22/2022 14:00,11.47891,490,680.08,91.42,362.41,0.51,0.16,43.9,225.08,309.13,30.56,0.91,4.97,25.6,65.39,0.31,88.08,2.96,142.8
5/22/2022 15:00,9.4973,356.08,478.67,198,274.1,0.5,0.16,57.23,163.39,217.98,21.44,0.47,2.4,25.09,67.43,0.3,88.06,2.71,134.3
5/22/2022 16:00,6.8528,174.75,249.75,197.74,117.98,0.4,0.17,71.02,79.35,112.88,10.06,0.12,0.6,24.34,71.46,0.31,88.09,2.12,123.5
5/22/2022 17:00,4.546,33.2,42.5,28.73,33.28,0.28,0.2,84.85,14.5,18.27,1.84,0.01,0.03,22.9,81.84,0.27,88.12,1.44,108.7
