date,solar output,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,RH2M,PRECTOTCORR,PS,WS10M,WD10M
5/1/2021 6:00,0,75.05,112,10.84,77.44,0.33,0.2,80.33,34.42,49.64,4.37,0.02,0.08,19.33,94.53,8.96,88.07,1.65,216.9
5/1/2021 7:00,0,230.05,351.42,49.96,184.14,0.42,0.17,66.12,107.25,161.55,14.31,0.21,1.02,20.06,92.89,9.87,88.13,1.74,236.2
5/1/2021 8:00,0.354,388.05,587.72,189.74,228.95,0.47,0.16,51.88,179.25,270.52,24.9,0.59,3.03,20.67,91.44,10.69,88.17,1.72,234.5
5/1/2021 9:00,0.6938,415.75,783.78,62.03,256.72,0.39,0.16,38.01,197.75,360.05,28.41,0.89,4.65,21.33,89.78,10.94,88.18,1.83,221.5
5/1/2021 10:00,2.0824,373.75,921.83,2.73,268.63,0.31,0.17,25.18,180.26,422.95,27,0.97,4.8,21.9,88.25,11.06,88.14,1.95,205.2
5/1/2021 11:00,6.9435,681.83,979.5,116.41,465.76,0.53,0.17,16.17,317.72,448,44.59,1.65,8.45,22.48,86.3,9.79,88.07,1.99,184.6
5/1/2021 12:00,6.14004,658.35,969.17,50.59,453.48,0.52,0.17,18.08,302.91,443.85,43.32,1.59,8.07,22.95,84.29,7.65,88,2.07,163.8
5/1/2021 13:00,9.3824,700.33,881.45,231.25,356.59,0.6,0.17,28.82,319.9,404.55,44.64,1.51,7.5,23.33,82.55,5.58,87.93,2.09,147.5
5/1/2021 14:00,9.1532,644.4,724.75,510.44,250.42,0.65,0.16,42.09,297.8,333.92,39.9,1.13,5.93,23.72,80.12,4.07,87.87,1.97,137.9
5/1/2021 15:00,8.3104,463.92,515.03,440.41,237.64,0.62,0.16,56.1,214.85,237.23,27.47,0.56,2.8,23.73,79.44,3.29,87.85,1.7,133.3
5/1/2021 16:00,7.0292,250.8,274.25,489.72,95.25,0.56,0.17,70.4,114.84,125.3,13.15,0.14,0.68,23.39,81.83,2.81,87.88,1.44,133.3
5/1/2021 17:00,6.986,47.35,48.45,198.67,29.5,0.38,0.24,84.66,20.13,20.62,2.29,0.01,0.03,22.43,86.53,2.41,87.94,1.14,136.1
5/1/2021 18:00,2.48025,0,0,0,0,0.0522,0.172,90,0,0,0,0,0,21.37,87.13,2.15,87.99,1.32,139.3
5/2/2021 6:00,0,95.1,112.6,219.54,89.74,0.42,0.21,80.31,42.65,49.5,4.97,0.02,0.1,19.08,94.5,0.99,88.07,2.98,208
5/2/2021 7:00,0,300.3,354.1,539.01,181.53,0.55,0.18,66.13,137.6,161.72,16.84,0.25,1.25,20.85,89.87,1.49,88.11,3.37,207.6
5/2/2021 8:00,2.2675,501.2,592.62,958.47,285.16,0.61,0.16,51.91,230.05,271.3,30.12,0.74,3.8,22.78,82.81,1.91,88.15,3.6,199.5
5/2/2021 9:00,4.2332,669.33,789.35,654.9,298.25,0.63,0.16,38.08,305.95,360.57,41.72,1.33,7.12,24.08,77.34,2.04,88.14,3.88,191.3
5/2/2021 10:00,9.9874,830.6,926.2,758,325.86,0.69,0.16,25.33,379.12,422.37,52.36,1.9,9.65,24.78,74.05,2.49,88.1,4.23,184.1
5/2/2021 11:00,9.9812,863.8,993.22,668.64,478.9,0.67,0.15,16.43,395.13,453.15,55,2.12,11.12,25.24,71.33,1.97,88.02,4.63,177.8
5/2/2021 12:00,11.2402,811.12,981.5,192.77,527.27,0.64,0.17,18.34,372.58,448.55,52.13,2,10.35,25.52,69.59,1.58,87.95,4.9,170
5/2/2021 13:00,11.4218,644,894.2,104.3,380.53,0.55,0.16,28.99,295.18,410.05,41.78,1.5,7.38,25.16,70.63,0.76,87.91,4.93,162.3
5/2/2021 14:00,8.4061,320.08,737.78,68.24,212.02,0.32,0.16,42.2,152.5,340.2,22.27,0.69,3.75,24.64,72.65,0.34,87.88,4.61,158.5
5/2/2021 15:00,8.4228,295.08,528.17,73.01,201.76,0.4,0.17,56.18,134.65,244.35,19.01,0.44,2.2,24.11,75.03,0.21,87.87,4.07,157
5/2/2021 16:00,8.1349,172.25,285.05,101.04,119.11,0.38,0.18,70.45,78.55,131.59,10.35,0.13,0.62,23.36,79.87,0.19,87.89,3.06,155.1
5/2/2021 17:00,4.9903,37.45,52.58,69.9,41.1,0.3,0.23,84.69,16.19,22.62,1.99,0.01,0.03,21.94,88.4,0.18,87.93,2.09,149.5
5/2/2021 18:00,1.256,0,0,0,0,0.0498,0.1713,90,0,0,0,0,0,20.68,90.49,0.11,87.97,2.21,141.4
5/3/2021 6:00,0,66.75,115.18,0,69.27,0.3,0.2,80.29,31.02,51.35,4.13,0.02,0.08,19.74,92.68,2.91,88.06,1.76,218.8
5/3/2021 7:00,0,219.43,356.3,71.17,153.25,0.41,0.18,66.13,102,164.75,13.69,0.21,1.05,21.31,88.04,4.48,88.13,1.72,213.6
5/3/2021 8:00,2.0336,341.05,592.42,63.68,207.14,0.41,0.17,51.95,155.55,274.32,22.23,0.56,2.9,22.76,83.09,5.9,88.18,1.76,190.8
5/3/2021 9:00,3.6335,231.82,787.92,13.78,170.06,0.22,0.15,38.16,126.3,363.65,18.85,0.52,2.75,23.45,81.7,8.16,88.17,2.02,180
5/3/2021 10:00,5.1354,102,923.28,31.03,58.73,0.08,0.15,25.48,55.43,425.1,8.68,0.3,1.52,23.98,80.07,11.5,88.11,2.37,169.1
5/3/2021 11:00,4.3864,266.42,986.55,0,187.4,0.21,0.17,16.69,131.05,453.9,20.1,0.77,3.92,24.01,80.08,16.63,88.03,2.78,162.4
5/3/2021 12:00,4.179,418.05,973.85,0.08,294.14,0.33,0.17,18.59,203,448.53,30.15,1.16,5.88,23.73,81.78,22.23,87.94,3.13,157
5/3/2021 13:00,4.6629,435.12,885.97,4.1,311.19,0.37,0.17,29.15,208.65,409.32,30.52,1.09,5.32,23.45,83.2,18.75,87.87,3.39,148.4
5/3/2021 14:00,5.9043,412.6,728.55,31.39,309.56,0.42,0.16,42.31,190.87,338.73,27.9,0.85,4.55,23.06,85.05,9.95,87.83,3.33,143.5
5/3/2021 15:00,9.2927,456.23,520.55,340.14,234.58,0.61,0.17,56.26,212.37,242.42,27.71,0.59,2.97,22.76,86.71,5.13,87.84,3.07,138.3
5/3/2021 16:00,6.9666,235.52,277.55,222.92,136.84,0.53,0.17,70.5,109.48,128.67,13.16,0.15,0.73,22.36,88.79,3.02,87.88,2.44,131.5
5/3/2021 17:00,4.5954,36.7,49.47,73.89,34.78,0.3,0.19,84.72,16.18,21.45,2.05,0.01,0.03,21.58,91.84,1.5,87.94,1.99,124.3
5/3/2021 18:00,2.7226,0,0,0,0,0.0499,0.1709,90,0,0,0,0,0,20.94,92.16,0.59,87.99,2.05,118.9
5/4/2021 6:00,0,83.6,105.32,66.61,69.36,0.37,0.21,80.28,37.59,46.6,4.57,0.02,0.1,18.74,95.77,0.64,88.01,2.55,238.3
5/4/2021 7:00,0,239.12,337.52,173.5,165.2,0.44,0.15,66.15,109.01,154.79,13.81,0.2,1,19.57,93.34,1.22,88.04,2.95,240.1
5/4/2021 8:00,1.0289,413.38,572.55,203.6,253.2,0.5,0.16,51.99,188.98,263.68,25.46,0.62,3.2,20.82,89.19,2.71,88.07,2.14,225.6
5/4/2021 9:00,6.5136,591.65,767.9,191.21,344.1,0.56,0.16,38.24,271.7,353.3,37.37,1.17,6.28,22.09,83.89,4.58,88.08,1.61,195.2
5/4/2021 10:00,10.8648,761.22,904,415.66,343.65,0.63,0.17,25.63,351.23,415.15,48.67,1.73,8.75,22.79,80.18,7.09,88.07,1.63,168.7
5/4/2021 11:00,11.2074,841.05,982.75,391.54,355.21,0.66,0.18,16.95,387.48,452.87,54.29,2.06,10.77,22.91,78.23,7.88,88.04,2.12,168
5/4/2021 12:00,10.2391,748,971.22,320.39,350.83,0.59,0.18,18.84,346.35,447.95,49.08,1.85,9.55,22.55,79.27,6.6,88,2.61,175.8
5/4/2021 13:00,11.3492,777.55,883.97,529.6,264.95,0.67,0.17,29.31,360.97,408.74,50.05,1.72,8.82,22.26,80.42,3.94,87.94,2.78,185.6
5/4/2021 14:00,11.7185,658.58,729.58,491.14,227.43,0.67,0.17,42.42,307.25,338.86,41.25,1.2,6.22,22.09,81.26,1.78,87.89,2.74,196.3
5/4/2021 15:00,8.9542,399.73,520.8,375.36,166.54,0.54,0.17,56.33,186.95,243,24.62,0.53,2.62,21.96,82.39,0.86,87.84,2.67,206.7
5/4/2021 16:00,7.133,197.23,279.65,204.6,124.15,0.44,0.18,70.55,91.9,130.27,11.45,0.13,0.65,21.68,85.37,0.42,87.85,2.41,209.3
5/4/2021 17:00,4.7884,37.65,51.15,118.15,30.79,0.31,0.21,84.74,16.5,22.37,1.94,0.01,0.03,20.53,92.58,0.29,87.9,1.82,210.6
5/4/2021 18:00,3.2039,0,0,0,0,0.0502,0.1697,90,0,0,0,0,0,19.27,96.06,0.23,87.95,2.09,211.5
5/5/2021 6:00,0,76.97,115.38,138.7,47.63,0.34,0.2,80.26,34.55,52.23,4.03,0.02,0.08,19.51,93.27,0.75,88.04,2.59,182
5/5/2021 7:00,0,152.35,352.98,47.01,111.78,0.28,0.17,66.16,72.8,164.47,10.38,0.17,0.82,21.59,86.45,1.49,88.1,3.51,172
5/5/2021 8:00,5.4043,276.8,585.65,55.82,215.86,0.34,0.16,52.03,131.9,272.24,19.26,0.5,2.58,22.9,80.25,2.51,88.12,4.32,162.1
5/5/2021 9:00,3.8785,110.88,778.92,2.08,82.22,0.11,0.15,38.32,58.13,361.05,9.05,0.3,1.6,23.46,77.29,2.89,88.12,4.76,161.5
5/5/2021 10:00,2.1481,247.32,913.28,0.16,178.16,0.21,0.16,25.78,122.08,421.98,18.49,0.68,3.38,23.56,77.62,3.36,88.11,5.09,161.5
5/5/2021 11:00,3.7097,294.5,977.22,0.46,207.08,0.23,0.16,17.21,145.2,450.95,22.17,0.86,4.4,23.41,78.87,3.11,88.07,5.3,159.7
5/5/2021 12:00,5.4886,599.47,965.53,18.73,417.61,0.47,0.17,19.08,284.07,446.02,40.97,1.57,8.02,23.21,79.29,2.34,88.01,5.27,156.9
5/5/2021 13:00,5.6081,608.7,881.8,29.94,430.15,0.52,0.17,29.47,285.28,408.8,40.46,1.45,7.05,22.99,79.37,1.28,87.96,5.05,153.7
5/5/2021 14:00,8.4016,512.6,728.78,67.98,352.7,0.52,0.16,42.52,239.38,339.58,33.59,1.02,5.55,22.65,80.19,0.59,87.93,4.69,151.9
5/5/2021 15:00,10.0362,406.62,521.4,252.29,242.27,0.55,0.17,56.4,189.52,244.2,25.53,0.56,2.85,22.26,81.64,0.27,87.93,4.19,151
5/5/2021 16:00,8.4212,231.27,281.3,141.68,145.14,0.52,0.19,70.6,108.09,131.78,13.32,0.16,0.77,21.8,84.67,0.18,87.94,3.21,150.9
5/5/2021 17:00,4.9974,39.53,51.53,45,41.83,0.32,0.21,84.76,17.62,22.6,2.18,0.01,0.03,20.75,90.1,0.11,87.97,2.28,151.4
5/5/2021 18:00,2.42131,0,0,0,0,0.0501,0.1711,90,0,0,0,0,0,19.8,91.32,0.07,88,2.43,152.8
5/6/2021 6:00,0,80.25,106.85,15.81,82.6,0.35,0.21,80.25,36.75,47.29,4.61,0.02,0.1,18.43,95.95,1.57,88.14,2.85,232.7
5/6/2021 7:00,0,236.8,339.2,83.44,208.09,0.44,0.18,66.17,109.5,155.9,14.34,0.23,1.12,19.74,91.95,3.16,88.22,3.28,232.4
5/6/2021 8:00,0.3982,388.48,577.53,85.36,302.07,0.47,0.16,52.07,178.7,267.28,24.95,0.63,3.33,21.17,88.27,5.65,88.26,3.42,218.5
5/6/2021 9:00,1.1088,483.25,773.35,68.93,346.6,0.46,0.16,38.4,222.18,357.92,32.12,1.06,5.7,22.53,84.33,8.94,88.26,4.06,200.3
5/6/2021 10:00,4.2391,510.12,908.15,19.86,369.26,0.42,0.17,25.93,235.71,419.2,34.46,1.27,6.32,23.55,80.6,12.34,88.23,4.52,186.5
5/6/2021 11:00,5.3954,607.22,973.03,36.46,420.18,0.48,0.17,17.46,280.53,449.12,40.64,1.58,8.2,24.09,77.74,15.15,88.17,4.85,176.1
5/6/2021 12:00,6.0747,624.42,960.3,83.81,420.58,0.49,0.16,19.33,292.33,443.3,42.1,1.64,8.38,24.16,76.75,15.44,88.09,5.44,167.3
5/6/2021 13:00,8.7585,542.47,873.22,164.95,265.23,0.47,0.16,29.63,252.82,403.95,36.37,1.3,6.4,23.32,79.32,15.32,88.03,5.92,160.7
5/6/2021 14:00,10.843,502.8,718.47,139.02,283.4,0.51,0.16,42.63,233.15,333.28,32.5,0.99,5.38,22.61,81.1,13.82,88,5.88,157.2
5/6/2021 15:00,11.0062,396.92,508.45,256.78,229.93,0.54,0.17,56.47,184.87,236.57,24.39,0.55,2.75,22.09,82.13,12.12,87.98,5.07,155.3
5/6/2021 16:00,9.0424,199.7,266.88,220.74,123.98,0.45,0.16,70.64,92.64,123.3,11.45,0.14,0.68,21.48,85.55,12.23,88.02,3.71,153.1
5/6/2021 17:00,5.5609,38.33,46.1,85.55,31.12,0.32,0.22,84.78,16.71,20.01,1.99,0.01,0.03,20.57,89.32,12.04,88.07,2.77,151
5/6/2021 18:00,2.93801,0,0,0,0,0.0497,0.1714,90,0,0,0,0,0,19.95,89.87,12.61,88.11,2.36,152.5
5/7/2021 6:00,0,34.88,100.65,0,36.19,0.15,0.17,80.24,16.55,44.17,2.37,0.01,0.05,18.85,95.04,10.07,88.25,2.92,221.9
5/7/2021 7:00,0,72.6,328.58,0,65.87,0.13,0.16,66.19,36.38,150,5.22,0.08,0.38,19.63,93.96,8.44,88.32,3.55,217.7
5/7/2021 8:00,0.0795,129,560.8,1.48,103.61,0.16,0.16,52.12,64.32,257.57,9.41,0.23,1.15,20.62,91.99,10.12,88.37,3.7,207.2
5/7/2021 9:00,0.8381,207.82,758.15,9.01,153.12,0.2,0.16,38.49,103.75,349.17,15.44,0.48,2.5,21.5,88.9,13.92,88.39,4.03,192.5
5/7/2021 10:00,0.9095,265.88,893.6,0,194.67,0.22,0.16,26.08,131.4,411.6,19.66,0.69,3.42,21.99,85.73,16.08,88.36,4.34,179.7
5/7/2021 11:00,2.1884,335.15,949.58,0.09,235.75,0.26,0.16,17.71,163.38,436.4,24.2,0.88,4.45,22.19,83.49,14.46,88.31,4.44,173.7
5/7/2021 12:00,4.3771,719.15,934.4,127.47,477.47,0.57,0.17,19.56,329.9,429.72,45.42,1.62,8.18,22.27,82.19,9.77,88.24,4.3,172.6
5/7/2021 13:00,4.4161,646.47,847.47,212.02,339.02,0.56,0.16,29.78,298.82,390,41.3,1.36,6.72,22.29,81.76,5.57,88.16,4.2,174.5
5/7/2021 14:00,9.8341,629,693.67,379.36,295.61,0.64,0.15,42.73,290.37,319.32,38.35,1.05,5.5,22.32,81.31,3.35,88.11,4.13,175.8
5/7/2021 15:00,7.6959,440.6,486.58,494.98,222.38,0.6,0.14,56.54,203.15,224.3,25.55,0.51,2.5,22.39,80.75,2.93,88.1,3.93,176.1
5/7/2021 16:00,4.1324,225.32,251.55,376.62,150.48,0.51,0.19,70.68,102.88,114.55,12.16,0.12,0.6,22.14,82.06,3.07,88.13,3.41,177.1
5/7/2021 17:00,4.5516,36.97,42.15,16.6,42.59,0.31,0.23,84.8,16.1,18.22,2.01,0.01,0.03,20.87,90.16,2.6,88.18,2.14,178.4
5/7/2021 18:00,3.6003,0,0,0,0,0.0502,0.1702,90,0,0,0,0,0,19.37,93.27,1.51,88.21,2.22,181.5
5/8/2021 6:00,0,80.18,100.22,69.41,67.64,0.35,0.21,80.24,35.74,44.1,4.39,0.02,0.08,18.17,96.4,2.76,88.27,2.26,243.4
5/8/2021 7:00,0,265.7,327.73,157.9,166.5,0.49,0.18,66.21,121.86,149.73,15.34,0.21,1.05,19.37,93.17,4.17,88.35,2.49,250.3
5/8/2021 8:00,0.502,458.67,561.75,319.6,252.72,0.56,0.16,52.17,210.32,258.12,27.67,0.63,3.22,20.76,87.87,8.4,88.4,2.18,246.7
5/8/2021 9:00,1.7036,587.28,756.15,232.43,392.06,0.56,0.16,38.58,268.57,347.65,36.67,1.1,5.82,21.69,83.9,14.77,88.39,2.03,232.4
5/8/2021 10:00,3.1747,639.75,892.1,272.12,351.45,0.53,0.16,26.23,295.51,409.43,41.65,1.43,7.1,22.03,82.41,17.9,88.35,2.1,216.9
5/8/2021 11:00,4.4131,700.35,938.05,125.32,380.81,0.55,0.17,17.96,323.19,427.75,44.34,1.6,8.18,22.1,82.21,16.49,88.29,2.1,217.5
5/8/2021 12:00,3.5458,664.45,927.12,142.78,338.7,0.53,0.16,19.79,307.18,423.2,42.19,1.51,7.68,22.21,81.79,14.29,88.21,1.94,223.7
5/8/2021 13:00,2.6107,391.6,839.7,94.78,222.9,0.34,0.16,29.93,184.94,383.8,26.36,0.87,4.3,22.21,81.37,11.13,88.14,1.63,222.5
5/8/2021 14:00,4.59594,345.33,684.42,42.91,200.65,0.35,0.17,42.83,160.58,313.02,22.26,0.63,3.3,22.14,80.96,7.81,88.11,1.14,211.1
5/8/2021 15:00,2.4138,131.85,477.1,19.35,106.12,0.18,0.17,56.6,64.35,218.1,9.23,0.2,0.98,21.89,81.51,5.14,88.12,0.65,187
5/8/2021 16:00,2.174,46.35,243.07,45.54,32.11,0.11,0.17,70.72,22.8,109.75,3.16,0.04,0.17,21.49,83.39,3.44,88.14,0.28,161.6
5/8/2021 17:00,2.3656,8.9,40.33,4.37,9.75,0.07,0.18,84.82,4.2,17.4,0.6,0,0,20.81,84.66,1.77,88.17,0.06,211
5/8/2021 18:00,1.9552,0,0,0,0,0.0546,0.1705,90,0,0,0,0,0,20.3,83.19,0.88,88.2,0.21,284
5/9/2021 6:00,0,33.22,100.07,0,34.48,0.15,0.17,80.24,15.68,44.15,2.26,0.01,0.05,18.07,96.23,1.24,88.3,2.6,264
5/9/2021 7:00,0,111.2,327.4,16,99.6,0.21,0.17,66.23,53.85,149.6,7.72,0.13,0.62,19.65,91.4,2.33,88.37,2.99,262.7
5/9/2021 8:00,0.0941,220.88,562.58,42.41,172.54,0.27,0.17,52.22,106.05,258.65,15.35,0.4,2.08,21.15,82.97,6.36,88.42,3.23,258
5/9/2021 9:00,1.3787,431.73,760.22,68.03,265.96,0.41,0.16,38.67,204.14,350.22,29.04,0.94,5.1,22.24,76.93,8.99,88.4,3.38,256.5
5/9/2021 10:00,3.6058,532.28,897.33,38.44,381.51,0.45,0.16,26.39,251.7,412.67,36.03,1.33,6.55,23.06,73.99,10.37,88.35,3.31,260.6
5/9/2021 11:00,6.2706,670.2,960.75,150.46,351.47,0.53,0.16,18.2,314,441.26,44.5,1.71,8.88,23.59,72.55,10.53,88.26,3.15,271.5
5/9/2021 12:00,8.8884,678.22,948.65,164.45,339.59,0.54,0.16,20.02,312.1,435.72,43.98,1.68,8.68,23.96,71.44,9.42,88.17,2.9,283.6
5/9/2021 13:00,7.9148,461.38,861.72,80.35,270.91,0.4,0.16,30.08,214.1,396.43,31.07,1.11,5.47,24.32,69.85,7.96,88.09,2.33,292.7
5/9/2021 14:00,5.8856,273.62,707.1,45.65,186.43,0.28,0.17,42.92,132.44,325.83,19.38,0.61,3.25,24.37,69.05,7.16,88.03,1.64,303.6
5/9/2021 15:00,5.5884,110.9,497.27,0.18,92.41,0.15,0.16,56.67,54.75,229.45,8.18,0.19,0.98,24.03,70.78,7.27,88.01,1.25,320.2
5/9/2021 16:00,4.53794,67.78,257.3,0,69.64,0.15,0.17,70.76,33.08,117.58,4.87,0.06,0.32,23.4,76,7.7,88.04,0.88,340.7
5/9/2021 17:00,5.2452,7.43,43.12,4.42,8.98,0.06,0.17,84.83,3.58,18.69,0.53,0,0,22.25,83.51,8.81,88.1,0.8,359.3
5/9/2021 18:00,2.4506,0,0,0,0,0.0517,0.1718,90,0,0,0,0,0,21.04,86.97,7.89,88.16,1.08,14.4
5/10/2021 6:00,0,34.97,102.93,0,36.29,0.15,0.17,80.24,16.42,45.8,2.36,0.01,0.05,18.06,95.77,69.52,88.31,2.47,349.7
5/10/2021 7:00,0,111.4,332.9,32.72,81.95,0.21,0.17,66.26,52.25,153.5,7.41,0.12,0.57,18.69,94.03,83.65,88.4,2.59,342
5/10/2021 8:00,0.081,218.82,565.9,18.6,173.76,0.27,0.17,52.27,103.58,261.91,15.06,0.38,1.98,19.74,91.73,83.8,88.47,2.54,313.2
5/10/2021 9:00,0.6589,313.12,758,0.65,233.08,0.3,0.17,38.76,149.35,350.47,21.89,0.71,3.78,20.75,88.76,70.1,88.5,3.43,277.2
5/10/2021 10:00,1.6599,356.95,891.5,9.98,259.26,0.3,0.17,26.54,172.42,411.17,25.41,0.92,4.57,21.51,85.07,54.4,88.47,4.63,253.1
5/10/2021 11:00,1.7095,334.02,929.92,0,235.03,0.26,0.17,18.44,163.27,424.85,23.6,0.89,4.5,22,80.5,39.26,88.41,5.19,237.8
5/10/2021 12:00,2.0886,387.3,918.62,0.18,276.92,0.31,0.17,20.25,186.76,419.97,26.81,1,5.05,22.08,77.14,24.68,88.32,4.96,230.2
5/10/2021 13:00,2.4603,461.33,831,1.4,344.11,0.4,0.17,30.23,217.65,380.2,30.24,1.05,5.15,21.81,76.58,16.15,88.23,4.38,225
5/10/2021 14:00,1.5051,409.48,675.28,17.7,309.53,0.42,0.17,43.02,189.46,308.96,26.27,0.78,4.18,21.59,77.23,16.95,88.15,3.85,220.3
5/10/2021 15:00,2.6346,290.65,466.75,20.08,215.29,0.4,0.17,56.73,135.55,212.8,18.26,0.41,2.03,21.43,78.72,19.77,88.11,3.43,217.1
5/10/2021 16:00,0.6136,141.43,232.88,15.63,144.35,0.32,0.17,70.8,66.23,104.36,8.84,0.1,0.52,21.16,82.06,18.45,88.15,2.87,214.4
5/10/2021 17:00,2.4962,25.75,37.45,1.83,32.24,0.21,0.18,84.85,11.5,16.22,1.52,0.01,0.03,20.1,89,13.85,88.19,2.06,210.1
5/10/2021 18:00,3.0609,0,0,0,0,0.0474,0.1703,90,0,0,0,0,0,18.76,90.55,9.18,88.24,2.04,200.9
5/11/2021 6:00,0,57.25,91.03,29,56.14,0.25,0.19,80.24,26.01,39.92,3.37,0.02,0.08,18.38,96.03,17.62,88.37,2.26,211.2
5/11/2021 7:00,0,136.98,310.2,171.56,110.44,0.26,0.17,66.29,63.83,140.9,8.58,0.14,0.68,19.69,93.23,20.24,88.42,2.76,203.7
5/11/2021 8:00,0.0833,228.18,541.38,0.49,183.52,0.28,0.16,52.32,110.08,248.48,15.61,0.39,2,21.03,88.49,21.88,88.46,3.28,191.4
5/11/2021 9:00,0.8722,351.55,739.05,59.44,249.93,0.34,0.16,38.85,167.5,340.15,24.03,0.76,4.03,22.44,82.15,20.9,88.44,3.76,186.4
5/11/2021 10:00,2.6859,450,873.8,74.26,313.59,0.38,0.16,26.7,213.5,401.57,30.59,1.08,5.35,23.48,76.65,18.68,88.38,3.98,182.2
5/11/2021 11:00,5.8224,564.75,957.58,38.93,388.62,0.45,0.16,18.68,267.87,442.38,38.74,1.47,7.47,24.09,73.69,16.39,88.31,4.09,176.1
5/11/2021 12:00,6.3207,532.9,945,88.69,288.51,0.43,0.16,20.47,252.26,436.4,36.84,1.4,7.1,24.4,72.14,14.99,88.24,4.13,170
5/11/2021 13:00,3.1862,132.07,857.97,0.41,98.53,0.11,0.15,30.37,70.67,396.52,11.06,0.37,1.83,24.41,71.78,14.83,88.18,4.22,163.9
5/11/2021 14:00,4.261,91.22,703.15,25.42,60.1,0.09,0.15,43.11,48.33,325.75,7.45,0.21,1.12,23.96,73.57,14.99,88.15,4.36,157.2
5/11/2021 15:00,4.9003,56.65,497.92,27.5,38.5,0.08,0.16,56.78,29.78,231.28,4.5,0.1,0.52,23.12,77.11,15.05,88.16,4.34,151.1
5/11/2021 16:00,3.1022,29,259.77,11.53,29.08,0.07,0.16,70.83,15.05,119.7,2.28,0.03,0.12,22.19,81.73,15.66,88.21,4.01,146.7
5/11/2021 17:00,3.2721,11.35,43.92,0,14.24,0.09,0.18,84.86,5.25,19.13,0.76,0,0,20.89,89.28,15.83,88.25,2.91,145.2
5/11/2021 18:00,3.5037,0,0,0,0,0.0439,0.1716,90,0,0,0,0,0,19.64,92.9,15.49,88.29,2.52,147.9
5/12/2021 6:00,0,71.82,100.18,23.5,64.94,0.32,0.18,80.25,32.92,44.27,4.27,0.02,0.1,18.88,96.15,12.27,88.37,3.8,213.7
5/12/2021 7:00,0,236.27,326.23,104.07,156.55,0.44,0.17,66.32,109.27,149.3,14.07,0.21,1.05,19.46,94.77,13.53,88.43,4.49,214
5/12/2021 8:00,0.4725,425.3,554.2,217.45,235.74,0.52,0.14,52.38,197.81,254.57,26.2,0.64,3.28,20.24,92.02,13.09,88.45,5.24,204.5
5/12/2021 9:00,1.102,530.5,748.17,184.31,311.64,0.51,0.16,38.95,245.7,343.97,33.97,1.07,5.8,21.12,87.59,12.06,88.43,5.6,192
5/12/2021 10:00,2.5553,540.42,883.95,12.49,393.06,0.45,0.17,26.85,255.13,406.12,36.2,1.32,6.53,21.73,83.96,10.8,88.39,5.49,183.2
5/12/2021 11:00,2.9485,548.33,953.55,190.23,312.1,0.43,0.16,18.91,255.01,438.4,37.22,1.42,7.25,22.04,82.28,10.36,88.33,5.23,177.6
5/12/2021 12:00,3.25,614.22,942.12,128.37,414.34,0.49,0.16,20.68,286.03,433.55,41.12,1.55,7.85,22.17,81.78,9.92,88.26,4.97,173.1
5/12/2021 13:00,3.4073,545.72,856.53,29.56,400.78,0.48,0.17,30.51,253.83,394.95,36.04,1.26,6.2,22.1,82.02,8.67,88.2,4.57,169.7
5/12/2021 14:00,3.2114,399.08,703.78,63.7,234.59,0.41,0.16,43.2,182.47,325.38,25.97,0.77,4.15,21.86,83.09,6.94,88.16,4.03,166.8
5/12/2021 15:00,1.4968,254.07,496.85,35.06,185.65,0.35,0.17,56.84,120.06,230.15,16.95,0.38,1.92,21.44,85.42,5.72,88.17,3.37,159.7
5/12/2021 16:00,1.2935,127.7,259.83,20.21,129.96,0.29,0.17,70.86,59.97,119.41,8.39,0.1,0.5,20.88,89.34,4.29,88.2,2.53,151.2
5/12/2021 17:00,2.3371,22.38,44.3,7.36,27.94,0.19,0.18,84.87,10.05,19.2,1.4,0.01,0.03,20.05,93.36,2.6,88.24,1.88,142.3
5/12/2021 18:00,1.954,0,0,0,0,0.0466,0.1709,90,0,0,0,0,0,19.45,94.06,1.31,88.28,1.78,132.3
5/13/2021 6:00,0,86.57,109.82,155.03,50.81,0.38,0.2,80.25,38.15,48.93,4.27,0.02,0.08,18.76,93.52,0.42,88.3,1.5,199.5
5/13/2021 7:00,0,235,341.6,384.36,100.68,0.44,0.16,66.35,107.51,157.5,13.66,0.19,0.95,20.74,86.64,0.46,88.37,1.74,190
5/13/2021 8:00,0.7621,423.75,573.12,380.22,167.27,0.52,0.16,52.44,194,264.39,25.92,0.59,2.97,22.5,79.47,0.61,88.41,1.7,177.3
5/13/2021 9:00,3.86,730.35,764.65,621.53,205.73,0.71,0.16,39.04,338.13,352.41,45.14,1.32,6.8,23.85,73.7,1.26,88.4,1.4,165.1
5/13/2021 10:00,7.1464,804.62,899.5,641.79,194.73,0.68,0.16,27.01,371.23,413.83,51.15,1.73,9.02,24.8,69.9,1.64,88.35,1.27,151.8
